Date,Open,High,Low,Close,Adj Close,Volume
2021-05-24,141.52000427246094,142.47000122070312,140.63999938964844,141.86000061035156,140.28346252441406,1044900
2021-05-25,142.07000732421875,142.91000366210938,141.05999755859375,141.6199951171875,140.04612731933594,779000
2021-05-26,141.36000061035156,142.00999450683594,140.27000427246094,141.6999969482422,140.125244140625,984400
2021-05-27,142.36000061035156,143.25,141.82000732421875,142.83999633789062,141.25257873535156,3640000
2021-05-28,142.0399932861328,143.36000061035156,140.9600067138672,141.6699981689453,140.09556579589844,911100
2021-06-01,143.17999267578125,143.60000610351562,140.83999633789062,142.30999755859375,140.7284698486328,1973400
2021-06-02,143.0,144.64999389648438,142.0,143.6699981689453,142.07334899902344,1888600
2021-06-03,143.02999877929688,144.16000366210938,142.0,142.7100067138672,141.1240234375,1092600
2021-06-04,143.3300018310547,143.44000244140625,141.6999969482422,143.0,141.41079711914062,1415000
2021-06-07,143.44000244140625,144.50999450683594,142.24000549316406,143.17999267578125,141.5887908935547,696100
2021-06-08,143.25999450683594,144.99000549316406,142.6999969482422,144.80999755859375,143.20068359375,994200
2021-06-09,144.82000732421875,147.38999938964844,144.66000366210938,147.08999633789062,145.45533752441406,1137900
2021-06-10,148.02999877929688,148.1699981689453,147.05999755859375,147.75,146.10801696777344,1493800
2021-06-11,148.5,148.77000427246094,145.6300048828125,147.77999877929688,146.13766479492188,1835400
2021-06-14,147.5,148.00999450683594,146.58999633789062,147.77000427246094,146.12779235839844,1303500
2021-06-15,148.02999877929688,148.10000610351562,146.36000061035156,147.22999572753906,145.59378051757812,859000
2021-06-16,147.41000366210938,148.24000549316406,146.52999877929688,147.27000427246094,145.6333465576172,791300
2021-06-17,147.25,148.07000732421875,144.72000122070312,145.80999755859375,144.18955993652344,1412200
2021-06-18,143.77999877929688,145.6300048828125,143.60000610351562,144.86000061035156,143.2501220703125,1842600
2021-06-21,146.2899932861328,148.60000610351562,145.66000366210938,148.41000366210938,146.76068115234375,821000
2021-06-22,148.8800048828125,149.74000549316406,147.52999877929688,149.10000610351562,147.44300842285156,900300
2021-06-23,149.05999755859375,150.02999877929688,148.3800048828125,148.4499969482422,146.8002166748047,927100
2021-06-24,148.5,148.99000549316406,147.25999450683594,148.4199981689453,147.5358123779297,617900
2021-06-25,148.77999877929688,149.99000549316406,148.57000732421875,148.9600067138672,148.07260131835938,827100
2021-06-28,149.1300048828125,149.27999877929688,147.66000366210938,148.7899932861328,147.9036102294922,1014400
2021-06-29,148.9499969482422,150.02999877929688,148.22000122070312,148.75999450683594,147.873779296875,664500
2021-06-30,148.00999450683594,149.55999755859375,147.47999572753906,149.39999389648438,148.50997924804688,1462700
