Date,Open,High,Low,Close,Adj Close,Volume
2021-05-24,202.8000030517578,203.52000427246094,201.9199981689453,202.61000061035156,199.451904296875,1529200
2021-05-25,202.85000610351562,203.0,201.3699951171875,201.7100067138672,198.56594848632812,1519400
2021-05-26,201.1999969482422,201.7899932861328,200.3000030517578,201.5800018310547,198.43797302246094,1847300
2021-05-27,203.0,203.97999572753906,202.6199951171875,203.24000549316406,200.0720977783203,2457600
2021-05-28,203.8800048828125,204.38999938964844,202.8000030517578,203.0399932861328,199.87521362304688,1741200
2021-06-01,204.97999572753906,205.08999633789062,202.5500030517578,203.1999969482422,200.03271484375,1567300
2021-06-02,203.72999572753906,203.97000122070312,202.36000061035156,203.2899932861328,200.1212921142578,1877400
2021-06-03,202.5,204.6699981689453,201.80999755859375,203.6699981689453,200.49537658691406,1902100
2021-06-04,204.11000061035156,206.1199951171875,203.77000427246094,206.0500030517578,202.83828735351562,1868600
2021-06-07,206.35000610351562,206.80999755859375,203.30999755859375,203.72999572753906,200.55445861816406,1531100
2021-06-08,202.0,204.0399932861328,201.13999938964844,203.58999633789062,200.41664123535156,1701400
2021-06-09,203.55999755859375,203.57000732421875,201.94000244140625,202.74000549316406,199.5798797607422,1707600
2021-06-10,204.14999389648438,204.97000122070312,202.77999877929688,203.1300048828125,199.96380615234375,1953100
2021-06-11,203.75999450683594,204.89999389648438,201.52000427246094,202.80999755859375,199.64878845214844,1696300
2021-06-14,202.2899932861328,203.58999633789062,200.4199981689453,201.36000061035156,198.2213897705078,1745900
2021-06-15,201.8000030517578,201.86000061035156,199.52999877929688,200.61000061035156,197.4830780029297,1709900
2021-06-16,200.57000732421875,200.99000549316406,196.80999755859375,196.91000366210938,193.84075927734375,2219700
2021-06-17,196.8000030517578,197.5,193.0,195.13999938964844,192.0983428955078,2584900
2021-06-18,193.0399932861328,193.57000732421875,191.52999877929688,191.60000610351562,188.613525390625,5054600
2021-06-21,193.58999633789062,196.6300048828125,193.58999633789062,195.2100067138672,192.16726684570312,2528400
2021-06-22,194.75,196.0500030517578,194.10000610351562,195.13999938964844,192.0983428955078,1772600
2021-06-23,194.8000030517578,195.4199981689453,192.27999877929688,192.36000061035156,189.36167907714844,2976500
2021-06-24,193.3000030517578,193.74000549316406,191.63999938964844,193.25999450683594,190.24765014648438,2191800
2021-06-25,193.4199981689453,195.3300018310547,193.3000030517578,194.75,191.71441650390625,6175500
2021-06-28,195.75999450683594,196.9199981689453,194.38999938964844,196.5,193.43714904785156,2100500
2021-06-29,196.1999969482422,197.8300018310547,195.72000122070312,196.02999877929688,192.97447204589844,1858000
2021-06-30,195.89999389648438,198.97999572753906,195.5399932861328,198.6300048828125,195.53395080566406,2592000
2021-07-01,199.4499969482422,199.6699981689453,197.75,199.08999633789062,195.9867706298828,1857900
2021-07-02,198.72999572753906,200.2899932861328,197.94000244140625,199.88999938964844,196.77430725097656,1612900
2021-07-06,196.41000366210938,197.77999877929688,194.75999450683594,196.88999938964844,193.82106018066406,2546400
2021-07-07,196.1300048828125,200.05999755859375,196.1300048828125,199.86000061035156,196.74478149414062,1695000
2021-07-08,198.5,199.5500030517578,197.32000732421875,198.27000427246094,195.1795654296875,2167100
2021-07-09,199.6999969482422,201.89999389648438,199.25,201.0,197.86700439453125,2446100
2021-07-12,198.10000610351562,201.4600067138672,197.89999389648438,199.97999572753906,196.8629150390625,2164000
2021-07-13,200.08999633789062,201.1300048828125,199.14999389648438,199.60000610351562,196.4888458251953,1688300
2021-07-14,200.5800018310547,203.17999267578125,200.00999450683594,202.8300018310547,199.66848754882812,2457700
2021-07-15,201.42999267578125,202.77000427246094,200.52999877929688,202.58999633789062,199.43222045898438,2138700
2021-07-16,203.1199951171875,203.2100067138672,198.91000366210938,199.3699951171875,196.2624053955078,2474100
2021-07-19,197.7899932861328,198.5399932861328,195.11000061035156,197.55999755859375,194.48062133789062,3146300
2021-07-20,198.33999633789062,202.22000122070312,198.07000732421875,200.82000732421875,197.6898193359375,2783300
2021-07-21,201.1300048828125,202.8800048828125,199.9600067138672,200.77000427246094,197.64059448242188,1999100
2021-07-22,201.50999450683594,201.64999389648438,198.67999267578125,199.07000732421875,195.96710205078125,1700500
2021-07-23,200.50999450683594,201.0399932861328,198.94000244140625,200.49000549316406,197.36495971679688,1570700
2021-07-26,200.4499969482422,202.74000549316406,199.92999267578125,201.6699981689453,198.52655029296875,2409200
2021-07-27,197.2100067138672,201.05999755859375,194.91000366210938,200.47000122070312,197.3452606201172,2999900
2021-07-28,199.32000732421875,200.3699951171875,198.10000610351562,198.27999877929688,195.1894073486328,2139100
2021-07-29,200.0,200.0,197.94000244140625,198.1699981689453,195.08111572265625,2120200
2021-07-30,198.0,199.24000549316406,197.1999969482422,197.94000244140625,194.85470581054688,1910300
2021-08-02,199.07000732421875,200.6999969482422,197.44000244140625,197.52000427246094,194.44125366210938,1332500
2021-08-03,198.5399932861328,202.2100067138672,197.39999389648438,201.02999877929688,197.8965301513672,2208200
2021-08-04,200.39999389648438,200.80999755859375,197.1999969482422,197.52999877929688,194.4510955810547,2057000
2021-08-05,198.5500030517578,199.1199951171875,197.2899932861328,197.8000030517578,194.71688842773438,1575200
2021-08-06,198.17999267578125,199.25,197.5500030517578,198.1300048828125,195.041748046875,1115700
2021-08-09,197.64999389648438,198.14999389648438,196.77999877929688,197.42999267578125,194.35264587402344,1193300
2021-08-10,198.24000549316406,199.49000549316406,197.6999969482422,199.25,196.144287109375,1598400
2021-08-11,200.0,201.77000427246094,199.30999755859375,201.57000732421875,198.42813110351562,2217400
2021-08-12,201.47999572753906,202.3699951171875,200.36000061035156,201.42999267578125,198.290283203125,1231800
2021-08-13,201.22999572753906,201.7100067138672,200.2899932861328,200.5800018310547,197.45355224609375,1910700
2021-08-16,201.08999633789062,202.77000427246094,200.3800048828125,202.32000732421875,199.16644287109375,1607000
2021-08-17,202.0,202.0,197.60000610351562,199.5500030517578,196.43960571289062,2287900
2021-08-18,198.57000732421875,198.80999755859375,196.30999755859375,196.50999450683594,193.4469757080078,2116100
2021-08-19,195.0,196.22999572753906,194.30999755859375,195.36000061035156,192.31492614746094,2312800
2021-08-20,194.33999633789062,195.1300048828125,193.3699951171875,194.16000366210938,192.59266662597656,2396800
2021-08-23,195.0,196.24000549316406,193.67999267578125,194.67999267578125,193.1084442138672,1974300
2021-08-24,194.82000732421875,196.10000610351562,194.33999633789062,194.75,193.17788696289062,1392400
2021-08-25,194.52000427246094,195.0500030517578,192.72000122070312,194.33999633789062,192.7711944580078,1612600
2021-08-26,194.19000244140625,195.38999938964844,193.66000366210938,195.32000732421875,193.74330139160156,1457300
2021-08-27,196.0,196.66000366210938,194.1199951171875,195.0500030517578,193.47547912597656,2146500
2021-08-30,195.17999267578125,197.2899932861328,194.77000427246094,196.1699981689453,194.58642578125,1263900
2021-08-31,195.85000610351562,195.99000549316406,194.14999389648438,194.74000549316406,193.16798400878906,2813900
2021-09-01,194.5500030517578,194.75,192.94000244140625,193.44000244140625,191.8784637451172,1925400
2021-09-02,194.07000732421875,194.9199981689453,193.47000122070312,194.88999938964844,193.31675720214844,2094500
2021-09-03,194.4600067138672,195.61000061035156,193.6300048828125,194.38999938964844,192.82080078125,1464500
2021-09-07,192.9199981689453,194.57000732421875,185.55999755859375,185.5800018310547,184.08192443847656,5882300
2021-09-08,185.63999938964844,188.39999389648438,185.02000427246094,187.88999938964844,186.37327575683594,3657300
2021-09-09,187.5399932861328,188.50999450683594,185.05999755859375,185.75,184.25054931640625,3038500
2021-09-10,186.86000061035156,187.22999572753906,184.5,184.5500030517578,183.06024169921875,2230500
2021-09-13,185.3000030517578,187.9199981689453,183.60000610351562,185.22999572753906,183.7347412109375,5046500
2021-09-14,185.64999389648438,186.0,181.67999267578125,182.4199981689453,180.94741821289062,3324100
2021-09-15,182.82000732421875,185.11000061035156,182.3300018310547,184.19000244140625,182.70314025878906,2554500
2021-09-16,184.14999389648438,184.60000610351562,181.82000732421875,182.66000366210938,181.18548583984375,2553600
2021-09-17,181.08999633789062,182.66000366210938,179.41000366210938,181.49000549316406,180.02493286132812,10719300
2021-09-20,178.63999938964844,181.74000549316406,178.2899932861328,180.52999877929688,179.0726776123047,4152100
2021-09-21,180.97000122070312,181.0800018310547,177.6999969482422,178.4199981689453,176.97972106933594,2980100
2021-09-22,179.30999755859375,180.9499969482422,178.94000244140625,179.83999633789062,178.38824462890625,2220800
2021-09-23,180.14999389648438,182.85000610351562,180.0,181.52999877929688,180.06460571289062,2186500
2021-09-24,181.5,182.07000732421875,180.6199951171875,181.0399932861328,179.57855224609375,2076900
2021-09-27,180.8300018310547,183.16000366210938,180.80999755859375,181.7899932861328,180.322509765625,2052100
2021-09-28,181.82000732421875,182.85000610351562,179.77000427246094,180.0500030517578,178.5965576171875,2290400
2021-09-29,179.9199981689453,181.38999938964844,179.1699981689453,180.8800048828125,179.41986083984375,1674800
2021-09-30,181.72000122070312,182.05999755859375,175.3699951171875,175.4199981689453,174.00393676757812,3235600
2021-10-01,176.25,177.41000366210938,174.22000122070312,176.67999267578125,175.25375366210938,2419300
2021-10-04,174.14999389648438,177.10000610351562,173.77999877929688,176.0399932861328,174.61892700195312,3010100
2021-10-05,176.17999267578125,178.61000061035156,175.57000732421875,177.8800048828125,176.44407653808594,1888300
2021-10-06,176.6300048828125,178.5500030517578,175.52000427246094,178.39999389648438,176.95986938476562,2057600
2021-10-07,180.0,180.77999877929688,177.6999969482422,177.8000030517578,176.36473083496094,2878100
2021-10-08,177.57000732421875,178.10000610351562,176.77999877929688,176.9499969482422,175.52157592773438,2469500
2021-10-11,178.02000427246094,178.60000610351562,176.1999969482422,176.27999877929688,174.85699462890625,2691100
